sentiment	text
1	Because I would like to make friends who like the same things I like, and I really like Harry Potter, so I thought that joining a community like this would be a good start.
0	I hate Harry Potter, that daniel wotshisface needs a fucking slap...
0	I hate Harry Potter.
0	Da Vinci Code sucks.
1	da vinci code was an awesome movie...
1	The Da Vinci Code was absolutely AWESOME!
1	the people who are worth it know how much i love the da vinci code.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	So Brokeback Mountain was really depressing.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	dudeee i LOVED brokeback mountain!!!!
1	The Da Vinci Code was absolutely AWESOME!
1	I love Harry Potter..
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	mission impossible 3 sucks man..
1	Da Vinci Code is a friggin awesome book.
0	Da Vinci Code sucks be...
0	Mission Impossible 3 sucked!..
0	Ok brokeback mountain is such a horrible movie.
0	Da Vinci Code sucks.
0	Da Vinci Code apparently sucks even more ass on film.
1	I love Brokeback Mountain.
0	I HATED < / b > BROKEBACK MOUNTAIN < / b >!
1	The Da Vinci Code was absolutely AWESOME!
0	meganpenworthy dressed as a character from Harry Potter and the Selfish Iron, though it looked more like Optimus Prime..
0	Combining the opinion / review from Gary and Gin Zen, The Da Vinci Code sucks.
0	Oh, and Brokeback Mountain was a terrible movie.
1	Brokeback mountain was beautiful...
0	i heard da vinci code sucked soo much only 2.5 stars:
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
0	mang i could of told you the da vinci code suck!
1	da vinci code was an awesome movie...
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	This quiz sucks and Harry Potter sucks ok bye..
1	i love brokeback mountain..
0	Da Vinci Code sucks be...
0	da vinci code movie = sucks..
0	The Gayness wasn't what made brokeback mountain suck.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I love Harry Potter.
1	Harry Potter is AWESOME I don't care if anyone says differently!..
1	Harry Potter is good, but there's only 4 of those..
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
0	Da Vinci Code sucks.
1	I love Brokeback Mountain....
0	Is it just me, or does Harry Potter suck?...
1	man i loved brokeback mountain!
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
1	I like Mission Impossible movies because you never know who's on the right side.
1	DA VINCI CODE IS AWESOME!!
0	Harry Potter sucks.
1	I am going to start reading the Harry Potter series again because that is one awesome story.
1	TO NIGHT:: THE DA VINCI CODE AND A BEAUTIFUL MIND...
1	we're gonna like watch Mission Impossible or Hoot.(
0	by the way, the Da Vinci Code sucked, just letting you know...
1	The Da Vinci Code is awesome..
0	Had an interesting conversation with one of the professors I work for about how Da Vinci Code sucks...
1	the people who are worth it know how much i love the da vinci code.
1	Mission Impossible 3 was excellent.
1	the people who are worth it know how much i love the da vinci code.
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
0	da vinci code sucks...
0	Oh, and Brokeback Mountain was a terrible movie.
1	The Da Vinci Code is awesome!!
0	I hate Harry Potter.
1	the last stand and Mission Impossible 3 both were awesome movies.
0	Da Vinci Code sucks be...
1	Yeah, Mission Impossible 3 was awesome!!!..
1	I wanted desperately to love'The Da Vinci Code as a film.
1	I love Brokeback Mountain.
1	i love brokeback mountain..
1	I love Brokeback Mountain.
0	Da Vinci Code = Up, Up, Down, Down, Left, Right, Left, Right, B, A, SUCK!
1	I love Harry Potter.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I, too, like Harry Potter..
0	I think people are more tired of the Mission Impossible franchise than Tom Cruise.
1	Brokeback Mountain was an AWESOME movie.
0	I've seen X-Men three times and the Da Vinci Code royally sucked...
0	These Harry Potter movies really suck.
1	Thank u! omg I love Brokeback Mountain!
1	If theres one thing I love as much as Harry Potter, its Avatar!!!..
1	Anyway, thats why I love " Brokeback Mountain.
0	As I sit here, watching the MTV Movie Awards, I am reminded of how much I despised the movie Brokeback Mountain.
0	Then snuck into Brokeback Mountain, which is the most depressing movie I have ever seen..
1	The Da Vinci Code was awesome..
0	Brokeback Mountain was boring.
1	I love Brokeback Mountain....
1	So as felicia's mom is cleaning the table, felicia grabs my keys and we dash out like freakin mission impossible.
1	so mission impossible was awesome My Daddy was the speaker and he did an exelent job I got first with ten ticket in the game Jamie got 2 she had 8 and my lil bro tied for 3 with 7.
0	Because, this kid wrote a letter to the school editor about how brokeback mountain is a horrible movie(
1	I, too, like Harry Potter..
0	da vinci code sucks ass.
0	I think I hate Harry Potter because it outshines much better reading material out there and the movies are just plain stupid to begin with.
1	I love Harry Potter.
0	Brokeback Mountain was boring.
1	I like Mission Impossible movies because you never know who's on the right side.
0	Also, Da Vinci Code is SUCK!!!!!!!!
1	If you don't know that I love reading Harry Potter, you probably have never read my other posts before.
1	we're gonna like watch Mission Impossible or Hoot.(
1	i love kirsten / leah / kate escapades and mission impossible tom as well...
1	Love luv lubb the Da Vinci Code!
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	Always knows what I want, not guy crazy, hates Harry Potter..
1	Which is why i said silent hill turned into reality coz i was hella like goin mission impossible down that bitch.
0	EVILPINKMUNKY IS GAY AND BROKEBACK MOUNTAIN SUCKS!.
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	I loved Brokeback Mountain and will check out the short stories one of these days..
0	Mission Impossible three sucked.
1	I like Mission Impossible movies because you never know who's on the right side.
0	The Da Vinci Code sucked big time.
1	I want to be here because I love Harry Potter, and I really want a place where people take it serious, but it is still so much fun.
1	I love Brokeback Mountain and I'm so dissapointed and surprised that it did not win the best picture and best actor...
0	The Da Vinci Code sucked big time.
0	da vinci code sucks...
1	I love Brokeback Mountain.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	I either LOVE Brokeback Mountain or think it's great that homosexuality is becoming more acceptable!:
1	i saw the da vinci code, which was awesome.
0	I used to hate Harry Potter, and now I'm a Potterholic..
1	Mission Impossible 3 was a surprisingly awesome movie.
1	The Da Vinci Code is an awesome book.
1	I love Harry Potter.
0	Always knows what I want, not guy crazy, hates Harry Potter..
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	Da Vinci Code sucks.
0	, she helped me bobbypin my insanely cool hat to my head, and she laughed at my stupid brokeback mountain cowboy jokes..
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
1	I liked the first " Mission Impossible.
0	I hate Harry Potter...
0	Mission Impossible 3, tom cruise, it sucks, I hate action movie, eat Chinese food at night, dim sum, very funny....
1	we're gonna like watch Mission Impossible or Hoot.(
1	Mission Impossible 3 was excellent.
0	da vinci code sucks...
0	I hate Harry Potter, it's retarted, gay and stupid and there's only one Black guy...
0	I think the movie " Brokeback Mountain " was stupid and overexagerated...
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
1	i love da vinci code....
1	I wanted desperately to love'The Da Vinci Code as a film.
0	Brokeback Mountain was boring.
0	I have come to the conclusion that Harry Potter is a tragic hero.....
1	i LOVE brokeback mountain..
0	becuase that stupid brokeback mountain movie.
1	the story of Harry Potter is a deep and profound one, and I love Harry Potter.
0	Harry Potter dragged Draco Malfoy ’ s trousers down past his hips and sucked him into his throat with vigor, making whimpering noises and panting and groaning around the blonds rock-hard, aching cock...
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
1	I just came back from the movies, my mom and I watched Mission Impossible 3, which was an awesome movie.
1	the last stand and Mission Impossible 3 both were awesome movies.
1	DA VINCI CODE IS AWESOME!!
1	I love Harry Potter...
0	This quiz sucks and Harry Potter sucks ok bye..
0	friday hung out with kelsie and we went and saw The Da Vinci Code SUCKED!!!!!
0	Not because I hate Harry Potter, but because I am the type of person that likes it when the main character dies.
1	Mission Impossible III was AWESOME.
0	The Da Vinci Code sucked big time.
1	He's like,'YEAH I GOT ACNE AND I LOVE BROKEBACK MOUNTAIN '..
1	I love Harry Potter..
0	Brokeback Mountain was boring.
0	i heard da vinci code sucked soo much only 2.5 stars:
1	I love Harry Potter..
1	I love The Da Vinci Code...
1	I love the Harry Potter series if you can count that as " a " book, also Catcher In the Tye, Jane Eyre, The Virgin Suicides, yeah...
1	the people who are worth it know how much i love the da vinci code.
0	Oh, and Brokeback Mountain is a TERRIBLE movie...
0	I hate that class, and I'm starting to hate Harry Potter too.
1	the last stand and Mission Impossible 3 both were awesome movies.
1	The Da Vinci Code is awesome..
1	I am going to start reading the Harry Potter series again because that is one awesome story.
0	My dad's being stupid about brokeback mountain...
0	This quiz sucks and Harry Potter sucks ok bye..
1	I wanted desperately to love'The Da Vinci Code as a film.
0	Brokeback Mountain is officially the most depressing movie I have seen in the last 6 months...
0	So Brokeback Mountain was really depressing.
